Compound,Structure,Class,Aglycon,220_nm,221_nm,222_nm,223_nm,224_nm,225_nm,226_nm,227_nm,228_nm,229_nm,230_nm,231_nm,232_nm,233_nm,234_nm,235_nm,236_nm,237_nm,238_nm,239_nm,240_nm,241_nm,242_nm,243_nm,244_nm,245_nm,246_nm,247_nm,248_nm,249_nm,250_nm,251_nm,252_nm,253_nm,254_nm,255_nm,256_nm,257_nm,258_nm,259_nm,260_nm,261_nm,262_nm,263_nm,264_nm,265_nm,266_nm,267_nm,268_nm,269_nm,270_nm,271_nm,272_nm,273_nm,274_nm,275_nm,276_nm,277_nm,278_nm,279_nm,280_nm,281_nm,282_nm,283_nm,284_nm,285_nm,286_nm,287_nm,288_nm,289_nm,290_nm,291_nm,292_nm,293_nm,294_nm,295_nm,296_nm,297_nm,298_nm,299_nm,300_nm,301_nm,302_nm,303_nm,304_nm,305_nm,306_nm,307_nm,308_nm,309_nm,310_nm,311_nm,312_nm,313_nm,314_nm,315_nm,316_nm,317_nm,318_nm,319_nm,320_nm,321_nm,322_nm,323_nm,324_nm,325_nm,326_nm,327_nm,328_nm,329_nm,330_nm,331_nm,332_nm,333_nm,334_nm,335_nm,336_nm,337_nm,338_nm,339_nm,340_nm,341_nm,342_nm,343_nm,344_nm,345_nm,346_nm,347_nm,348_nm,349_nm,350_nm,351_nm,352_nm,353_nm,354_nm,355_nm,356_nm,357_nm,358_nm,359_nm,360_nm,361_nm,362_nm,363_nm,364_nm,365_nm,366_nm,367_nm,368_nm,369_nm,370_nm,371_nm,372_nm,373_nm,374_nm,375_nm,376_nm,377_nm,378_nm,379_nm,380_nm,381_nm,382_nm,383_nm,384_nm,385_nm,386_nm,387_nm,388_nm,389_nm,390_nm,391_nm,392_nm,393_nm,394_nm,395_nm,396_nm,397_nm,398_nm,399_nm,400_nm,401_nm,402_nm,403_nm,404_nm,405_nm,406_nm,407_nm,408_nm,409_nm,410_nm,411_nm,412_nm,413_nm,414_nm,415_nm,416_nm,417_nm,418_nm,419_nm,420_nm,421_nm,422_nm,423_nm,424_nm,425_nm,426_nm,427_nm,428_nm,429_nm,430_nm,431_nm,432_nm,433_nm,434_nm,435_nm,436_nm,437_nm,438_nm,439_nm,440_nm,441_nm,442_nm,443_nm,444_nm,445_nm,446_nm,447_nm,448_nm,449_nm,450_nm
FL149,O=C1C(OC)=C(C2=CC=C(OC)C(OC)=C2)OC3=C1C(OC)=C(OC)C(OC)=C3,flavonol,aglycon,28514,28031,27549,26978,26385,25580,24877,24218,23634,23117,22754,22493,22403,22418,22496,22602,22720,22843,22972,23099,23223,23207,23169,23106,23049,23011,22973,22922,22864,22805,22722,22607,22438,22208,21966,21525,21069,20574,20065,19557,19055,18560,18125,17765,17407,17049,16659,16140,15455,14642,13775,12999,12235,11376,10708,10136,9629.1,9283,8967.4,8726.5,8520.1,8398.2,8295.1,8216.9,8164.9,8150,8176.7,8268,8414,8595.7,8820.9,9086.2,9351.5,9646.9,9965.9,10285,10604,11008,11417,11826,12236,12722,13210,13698,14186,14685,15237,15790,16342,16895,17437,17944,18450,18956,19462,19997,20552,21107,21619,22110,22600,23039,23447,23831,24199,24481,24763,24984,25195,25378,25536,25694,25787,25876,25940,25985,25969,25926,25796,25641,25423,25180,24920,24650,24308,23967,23562,23141,22708,22188,21669,21124,20503,19883,19224,18526,17821,17079,16336,15523,14696,13812,12944,12126,11308,10490,9684.2,8853.5,7909.8,7629,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439
FL150,O=C1C(OC)=C(C2=CC(OCO3)=C3C=C2)OC4=C1C(OC)=C(O)C(OC)=C4,flavonol,aglycon,25023,24169,23312,22452,21620,20792,19980,19354,18768,18097,17440,17002,16674,16430,16279,16237,16269,16322,16389,16456,16526,16599,16675,16807,16939,17003,16863,16615,16330,16054,15809,15564,15316,15066,14816,14559,14290,14021,13700,13376,13066,12791,12519,12327,12135,11994,11904,11841,11796,11754,11719,11684,11667,11648,11619,11590,11504,11332,11016,10582,9760.7,9060,8529.6,8091.3,7701.9,7390.8,7090.8,6821.1,6599.4,6416.7,6330.3,6290.6,6299.8,6353.5,6481.2,6633.3,6844.3,7069.2,7331.3,7599.9,7897.1,8230.5,8563.9,8904.1,9273.2,9642.4,10011,10427,10922,11416,11911,12405,12900,13394,13948,14508,15077,15658,16239,16811,17355,17900,18441,18836,19230,19623,19965,20307,20649,20940,21185,21428,21671,21883,22043,22202,22319,22400,22305,22200,22075,21950,21705,21438,21128,20788,20437,19975,19512,19049,18552,18054,17557,17038,16518,15938,15302,14586,13803,13018,12229,11443,10667,9898.3,9203.8,8531.3,7947,7362.6,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439
FL151,O=C1C(OC)=C(C2=CC(OCO3)=C3C=C2)OC4=C1C(OC)=CC(OC)=C4OC,flavonol,aglycon,22950,22759,22550,22341,22144,21950,21750,21542,21334,21088,20828,20568,20309,20050,19791,19513,19218,18932,18669,18481,18344,18432,18588,18811,19055,19370,19688,20056,20424,20821,21218,21784,22242,22400,22004,21618,21150,20657,20156,19393,18876,18432,18082,17923,17811,17822,17843,17893,17964,18043,18130,18199,18186,17902,16967,16032,15096,14104,13066,12028,11373,10766,10257,9814.1,9419.1,9128.9,9001,8951,8926,8926,8926.3,8941.3,8956.3,8971.4,8990.3,9019.1,9047.9,9076.8,9123.4,9203.2,9283,9375.5,9483.4,9591.2,9701.3,9839.8,9978.3,10117,10276,10450,10624,10798,11039,11280,11521,11770,12043,12316,12588,12876,13182,13488,13792,14068,14344,14619,14895,15172,15448,15724,15987,16246,16505,16764,16999,17224,17449,17674,17888,18088,18287,18487,18686,18857,19025,19131,19220,19296,19352,19408,19420,19431,19326,19170,18932,18685,18431,18176,17847,17506,17164,16789,16366,15943,15488,15015,14542,14047,13486,12910,12292,11669,10941,10212,9555.5,8907.2,8317.4,7872.9,7362.6,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439
FL152,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C(=C3O2)OC)OC)OC)OC)OC,flavonol,aglycon,24933,23990,23272,22679,22096,21543,20990,20580,20204,19899,19621,19353,19090,18845,18648,18451,18277,18119,17978,17887,17841,17847,17922,18115,18346,18652,19002,19430,19870,20353,20954,21666,21900,21699,21238,20750,20181,19763,19415,19210,19113,19118,19166,19262,19392,19567,19763,19970,20200,20450,20663,20750,20525,20008,19275,18390,17409,16250,14923,13513,12499,11673,11058,10589,10291,10129,10060,10022,10052,10091,10171,10250,10331,10427,10522,10618,10707,10795,10883,10970,11059,11147,11236,11329,11439,11548,11658,11790,11937,12084,12235,12395,12555,12715,12936,13164,13391,13619,13856,14122,14389,14655,14922,15188,15441,15693,15945,16197,16450,16701,16952,17202,17453,17704,17957,18212,18466,18721,18975,19216,19436,19656,19876,20096,20270,20428,20585,20741,20807,20871,20900,20929,20890,20849,20770,20692,20507,20306,20032,19755,19333,18860,18353,17796,17261,16760,16259,15733,15185,14643,14125,13606,13033,12355,11645,10863,10091,9308.4,8453.2,8317.4,7872.9,7362.6,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439
FL153,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C(=C3O2)OC)OC)O)OC)O,flavonol,aglycon,20889,20387,19936,19485,19042,18602,18162,17771,17403,17077,16790,16503,16302,16105,15907,15746,15593,15441,15310,15212,15161,15258,15405,15563,15810,16085,16367,16797,17244,17823,18403,18967,19533,20105,20610,21015,21322,21400,21338,21080,20807,20519,20255,20044,19837,19647,19456,19391,19333,19331,19372,19484,19612,19599,19448,19126,18666,18148,17204,16167,15100,14018,12933,11851,11001,10342,9825.3,9630.6,9526.9,9494.7,9462.5,9447.3,9434.9,9434.9,9434.9,9434.9,9433,9429.7,9426.5,9423.3,9418,9410.9,9403.9,9396.8,9384.1,9370,9356.2,9356.2,9356.2,9372.7,9401.5,9468.5,9545.3,9656.3,9793,9947.6,10102,10285,10503,10721,10939,11191,11453,11715,11977,12267,12565,12863,13161,13446,13728,14009,14290,14565,14837,15109,15355,15581,15806,16022,16188,16354,16520,16674,16821,16967,17113,17260,17388,17510,17633,17755,17869,17979,18089,18198,18305,18400,18495,18590,18685,18744,18797,18849,18901,18946,18978,18986,18991,18953,18902,18797,18675,18482,18290,18063,17796,17529,17221,16860,16500,16139,15769,15396,15024,14647,14268,13890,13481,13064,12646,12222,11798,11351,10884,10423,9966,9443.9,9359.1,8550.8,7737.8,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983
FL154,C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O,isoflavone,aglycon,8239,8339,8438.3,8950,9514.1,10220,10878,11521,12148,12777,13406,14032,14659,15243,15807,16371,16884,17374,17860,18329,18646,18923,19076,19200,19055,18899,18601,18303,17847,17322,16557,15789,14993,14197,13392,12575,11758,10941,10211,9558.8,8906.6,8254.5,7602.4,6974.3,6449.1,5924,5398.8,4916.4,4562.6,4208.8,3855,3602.3,3379.7,3172.3,3013,2853.7,2742.9,2665.7,2588.9,2557.2,2530,2549,2568.1,2632.3,2698.4,2764.6,2862.5,2963.1,3063.8,3165.5,3292.1,3418.7,3545.4,3684.9,3832.7,3980.5,4128.4,4275.8,4418.5,4543.5,4668.5,4763.3,4850,4921.3,4948.5,4966.7,4923.9,4881.1,4788,4688,4557.5,4391.1,4224.8,4001.6,3728,3454.5,3123.8,2786,2499.6,2258.7,2017.8,1769,1518.5,1268.1,1082.1,907.53,761.93,677.98,594.03,510.07,432.69,389.82,346.95,304.23,277.35,250.47,223.59,196.71,173.7,158.19,142.69,127.19,113.8,102.9,91.986,81.078,70.169,61.371,53.866,46.361,38.856,33.227,27.902,24.776,22.209,19.681,19.604,19.527,19.45,19.373,19.296,19.218,19.141,19.064,18.987,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91
FL155,C1=CC=C(C=C1)C2=COC3=CC(=CC=C3C2=O)O,isoflavone,aglycon,17633,18149,18785,19509,20315,21143,21990,22768,23529,24192,24791,25347,25784,26138,26419,26638,26848,27037,27207,27332,27446,27528,27583,27600,27564,27527,27489,27455,27388,27265,27051,26677,26165,25550,24907,24250,23557,22788,21936,20996,19926,18764,17558,16285,14983,13729,12562,11493,10587,9829.5,9204.6,8720.4,8334.7,8048.4,7849.8,7738.7,7682.5,7687.2,7739,7819.4,7927.3,8064.6,8222.1,8393.7,8588.1,8800.1,9007.8,9226.7,9448.6,9676.2,9898.8,10119,10356,10586,10817,11034,11233,11368,11446,11492,11489,11456,11381,11293,11213,11149,11055,10928,10719,10390,9925.8,9323.5,8615.3,7839.5,7019.9,6234.2,5488.3,4794.4,4171.3,3614,3133.5,2723.1,2366.3,2049.6,1790.5,1568.7,1374.5,1212.1,1067.7,948.33,848.85,758.98,684.14,624.7,564.67,523.46,485.02,450.54,413.76,394.2,371.67,348.96,333.06,320.62,302.63,293.97,282.44,269.34,266.71,248.68,240.85,233.94,223.58,216.8,214.76,208.44,193.18,189.86,180.66,181.43,170.2,169.32,158.95,154.86,157.49,149.81,138.51,134.14,129.55,126.47,123.85,109.82,116.54,117.21,112.76,108.22,90.051,96.85,97.559,92.651,82.097,93.555,93.082,78.829,68.623,78.051,82.75,76.896,71.501,69.499,74.268,64.896,79.525,51.534,55.01,56.456,60.961,57.888,51.77,53.925,45.499,46.848,53.995,43.469,40.34,51.714,46.444,38.588,44.122,32.998,40.424,43.024,42.829,41.105,39.575,37.629,36.753,37.086,31.733,30.412,36.21,36.002,34.875,37.615,39.534,32.039,41.745,32.067,39.297,38.143,36.28,30.787,33.846,39.242,19.941,28.91,34.458,26.699,30.899,34.444,23.014,24.516,21.082,27.172,28.813,28.757,29.077,29.077,33.221,19.524,24.377
FL156,C1=CC(=CC=C1C2=COC3=CC(=CC=C3C2=O)O)O,isoflavone,aglycon,14358,14235,14309,14582,14998,15546,16201,16946,17746,18561,19386,20186,20887,21488,21989,22390,22737,23069,23329,23594,23816,23993,24159,24279,24503,24762,25078,25481,25812,25901,25682,25266,24837,24489,24210,24030,23906,23749,23591,23409,23248,23016,22759,22504,22134,21732,21306,20823,20229,19626,18953,18280,17536,16803,16065,15334,14641,13990,13397,12853,12369,11925,11523,11175,10882,10644,10456,10321,10228,10164,10112,10082,10071,10088,10116,10163,10225,10285,10361,10404,10427,10454,10447,10417,10392,10335,10257,10156,10016,9785.7,9477.4,9091.2,8628.6,8102.7,7526.6,6937.4,6353.2,5780,5244.5,4742,4279.4,3861.9,3490.1,3154.8,2852.6,2584.4,2348.9,2144.7,1953.3,1776,1629.1,1491.8,1364.2,1254.6,1148.1,1054,968.98,889.97,819.26,751.43,692.17,635.72,584.84,540.47,500.45,458.12,420.06,389.41,366.49,335.69,311.13,291.26,268.38,251.9,231.74,217.03,197.89,182.04,170.34,163.3,157.33,157.55,151.15,146.03,139.07,121.5,118.29,118.57,118.1,108.01,105.25,98.643,83.556,85.498,91.954,88.639,80.915,87.243,90.663,80.182,79.438,76.611,68.178,71.772,77.111,75.169,73.668,62.617,60.686,52.416,60.012,51.404,54.242,62.769,55.126,50.659,60.873,59.046,54.591,41.923,42.889,36.061,34.444,47.251,42.889,38.469,42.051,46.309,44.157,32.269,44.506,31.722,36.91,36.514,45.204,27.685,32.501,25.836,24.37,39.132,37.247,34.095,29.128,30.477,28.977,19.519,29.733,36.305,36.945,37.166,31.768,24.556,24.068,29.198,32.315,25.917,23.079,25.615,24.277,18.891,21.008,25.347,29.046,34.851,24.01,24.428,21.532,20.892,22.276,27.034,21.881
FL157,COC1=CC=C(C=C1)C2=COC3=CC(=CC=C3C2=O)O,isoflavone,aglycon,13009,12875,12918,13111,13448,13902,14460,15071,15755,16471,17190,17877,18482,18985,19400,19752,20045,20297,20547,20768,20967,21141,21277,21413,21591,21809,22081,22413,22705,22800,22647,22337,21980,21687,21479,21307,21146,20981,20801,20591,20375,20141,19884,19604,19246,18845,18391,17877,17336,16738,16103,15432,14738,14046,13356,12713,12101,11538,11026,10540,10101,9718.1,9384.2,9108.6,8897.9,8734.6,8610.2,8521.8,8454.1,8406.3,8368.4,8347.2,8355.7,8399.6,8457.8,8538.4,8634.5,8735.8,8821.3,8889.1,8919.4,8947.1,8929.5,8919.1,8889.3,8854.9,8800.3,8710,8564.6,8382.8,8125.2,7798.8,7391.6,6923.4,6408,5885.2,5360.8,4838.8,4366.7,3916.3,3493.3,3124.9,2799.6,2494.5,2226.6,2000.6,1790.7,1610.6,1448.7,1304.8,1173.4,1066.3,961.26,869.52,788.16,714.09,643.84,585.88,533.08,484.39,446.27,404.03,369.16,340.94,305.05,283.59,258.17,243.49,222.43,203.41,194.37,176.3,164.15,157.56,141.19,131.7,127.34,126.55,123.39,118.29,106.27,99.883,109.94,100.6,93.5,91.378,81.559,79.659,80.482,80.261,69.159,73.514,64.392,73.942,58.469,52.165,74.797,65.564,62.761,58.12,56.964,50.423,52.926,54.62,51.817,55.143,52.593,40.193,32.163,36.487,38.561,43.883,36.629,36.328,37.089,36.344,38.245,47.399,27.745,28.98,30.168,27.254,31.672,31.086,30.69,34.871,39.702,30.453,36.756,28.837,18.717,25.876,29.217,23.77,20.222,23.484,20.238,21.473,20.317,29.756,20.776,18.67,15.471,15.677,14.22,16.817,23.168,18.258,28.362,19.383,24.276,21.188,24.846,22.851,14.267,24.656,18.179,16.089,19.462,23.801,36.55,20.428,22.487,22.36,13.491,23.294,21.188,16.073,21.109,14.885,28.901
FL158,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,isoflavone,aglycon,17661,16815,16054,15314,14633,14055,13553,13190,12956,12810,12787,12823,12958,13140,13383,13702,14107,14573,15126,15770,16499,17287,18129,19021,19951,20928,21984,23136,24393,25696,27055,28458,29803,31134,32459,33729,35036,36308,37404,38356,38966,39341,39307,38823,37945,36737,35171,33376,31526,29615,27658,25873,24103,22497,21046,19800,18673,17725,16907,16210,15591,15070,14597,14176,13787,13453,13148,12868,12608,12314,12014,11711,11396,11077,10756,10454,10128,9830.4,9520.4,9224.6,8931.3,8629.5,8325.8,8031.1,7743,7484.4,7201.7,6944.6,6695.8,6457.7,6232.1,6020.5,5814.3,5635,5465,5328.6,5212.2,5092.7,5009,4939.2,4885.2,4832.7,4791,4751.5,4720.1,4688.7,4642.6,4608.7,4557.7,4511.8,4453.8,4400.4,4328.7,4260.3,4179.2,4090.3,3999.2,3908,3794.6,3693.3,3578.8,3463.5,3344.2,3222.9,3103.5,2970.7,2848.7,2720.2,2598.3,2467.5,2338.7,2216.5,2106.5,1985.5,1873.5,1772.1,1658.5,1559.8,1468.6,1376.2,1285.7,1193.8,1110,1013.5,932.79,881.61,810.92,737.36,674.67,616.17,578.86,536.54,486.4,442.69,408.57,365.71,350.57,325.9,299.74,266.62,251.51,242.59,218.21,202.14,189,183.05,165.41,146.74,137.35,126.57,136.04,119.46,96.633,80.921,91.315,85.657,82.99,77.122,88.066,73.372,73.663,76.557,66.454,67.1,63.398,66.712,56.836,65.823,63.706,54.476,67.553,63.463,62.736,58.743,54.621,53.894,42.093,49.109,52.212,38.068,48.495,52.455,48.058,38.553,44.276,47.347,43.791,35.708,41.818,49.739,49.173,40.832,46.733,51.437,51.986,52.568,39.685,53.037,45.666,41.511,48.996,45.763,46.636,39.604,39.216,44.906,39.701,37.05,45.035,40.348,40.913
FL159,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,isoflavone,aglycon,16645,15831,15072,14382,13745,13207,12761,12436,12223,12126,12116,12173,12296,12475,12731,13065,13461,13954,14523,15157,15878,16654,17465,18318,19208,20130,21129,22203,23356,24561,25824,27100,28344,29585,30794,31972,33110,34187,35159,35947,36491,36700,36532,35981,35070,33854,32392,30784,29067,27330,25614,23990,22459,21038,19754,18626,17637,16768,16006,15332,14719,14162,13665,13228,12842,12497,12175,11852,11517,11178,10828,10490,10170,9864,9563.8,9275.3,8987.5,8707,8420.6,8140.6,7874.7,7608.2,7347.2,7093.8,6850.1,6614.4,6387.7,6163.8,5954.1,5754.9,5568.2,5392.7,5236.6,5091.9,4969.4,4857.5,4767.5,4683,4616.6,4556.9,4509.5,4465.1,4425.3,4385,4345.8,4310.9,4271.3,4227,4178.8,4124,4064.2,3994.7,3918.7,3841.4,3755.9,3665.8,3571.2,3470.1,3361,3254.8,3143.3,3028.2,2910,2795.1,2675.1,2552.4,2430.9,2311.1,2193.7,2080.4,1966.4,1855.4,1748.9,1646.4,1544.6,1444.9,1353.9,1269.7,1183.8,1102,1023.7,946.49,876.17,811.59,752.94,695.69,638.41,591.41,542.04,501.83,459.74,420.3,385.62,356.84,327.35,300.61,277.34,258.8,232.25,216.97,205.75,191.35,174.95,167.46,157.27,142.19,130.66,122.97,121.77,110.57,108.16,100.34,97.1,88.557,88.64,83.202,88.13,76.697,77.419,71.489,68.417,65.559,65.115,64.704,63.85,58.183,60.466,54.322,60.039,57.772,51.677,53.681,48.589,51.644,50.856,52.548,51.956,52.745,49.049,45.763,45.484,45.205,38.239,36.695,37.188,36.416,38.601,38.091,42.33,39.389,37.007,32.243,34.625,33.557,33.574,34.247,35.052,36.022,35.102,35.923,34.149,42.527,36.054,36.991,31.389,34.527,37.631,35.217,33.984,34.773,30.798
FL160,O=C1C2=CC=C(OC3C(O)C(O)C(O)C(O3)CO)C=C2OC=C1C4=CC=C(O)C=C4,isoflavone,glycoside,15140,14835,14780,14921,15215,15631,16101,16644,17194,17675,18086,18369,18523,18621,18674,18785,18973,19227,19531,19879,20234,20606,21017,21506,22070,22677,23338,23965,24468,24787,24968,25118,25308,25538,25805,26077,26315,26544,26722,26845,26900,26899,26818,26611,26255,25817,25251,24565,23868,22999,22002,20969,19926,18886,17848,16832,15874,15008,14220,13505,12863,12290,11773,11321,10936,10592,10308,10068,9866.1,9701.9,9551.4,9434.2,9316.3,9198.8,9101.8,9003.5,8893.1,8792.9,8678.7,8570.5,8471,8344.7,8240.5,8151,8034.7,7877,7691,7445.5,7109,6759.5,6368.6,5940.8,5531.8,5136.3,4742.4,4389,4060.6,3746.5,3468.1,3218.9,2986.7,2786.4,2599.2,2426.2,2262.7,2096.1,1963.9,1833.6,1706.7,1596.5,1486.2,1378,1280.5,1186.6,1099.9,1013.8,931.15,858.42,783.35,720.43,664.58,599.61,549.95,508.64,455.86,416.98,378,339.91,293.68,267.78,239.78,218.24,185.05,166.65,143.13,138.1,115.55,104.95,90.562,87.532,69.581,64.989,62.075,37.131,30.883,34.73,27.246,24.216,36.828,35.172,32.352,22.7,8.5733,37.55,13.492,23.633,20.719,20.206,17.409,22.63,7.1279,26.873,38.086,40.674,34.473,37.69,28.622,31.722,37.177,37.504,36.268,44.521,47.155,33.89,37.014,48.111,38.669,38.669,37.061,32.655,38.646,32.841,37.597,49.439,47.505,39.648,47.528,56.55,66.154,48.46,53.216,54.335,53.589,46.013,54.149,50.722,52.68,57.272,54.755,71.633,63.357,69.348,66.994,62.821,70.84,73.311,75.526,71.376,63.73,70.98,80.561,73.474,83.009,86.925,82.589,92.963,92.334,82.799,86.949,91.634,99.024,81.937,90.912,102.38,92.171,91.471,94.036,92.077,105.69,100.14,100.94
FL161,O=C1C2=CC=C(O)C(C3C(O)C(O)C(O)C(O3)CO)=C2OC=C1C4=CC=C(O)C=C4,isoflavone,glycoside,14148,13780,13590,13558,13676,13921,14255,14696,15232,15818,16491,17197,17927,18623,19292,19918,20496,21020,21505,21967,22387,22730,22991,23172,23275,23386,23553,23794,24104,24409,24600,24561,24226,23701,23102,22556,22090,21694,21376,21072,20762,20454,20132,19792,19416,18999,18552,18102,17607,17070,16481,15902,15281,14668,14047,13444,12855,12297,11776,11279,10812,10384,9972.1,9604.5,9281.2,9000.8,8747.3,8532.5,8365.4,8220.8,8093.5,7993.2,7915,7852.3,7806.5,7792.2,7807.2,7849.7,7905.1,7972.2,8020,8059.3,8079.9,8107.1,8120.2,8114.2,8125.3,8097.8,8060,7991.1,7913.2,7747.4,7522.5,7248.6,6914,6523.7,6093.5,5633.4,5186.7,4758.8,4329.9,3941,3574.3,3233.6,2936.7,2649.2,2405.5,2187.3,1994.9,1812,1639.5,1501.1,1368.1,1241.9,1137.5,1026.7,936.15,850.88,775.33,699.16,627.44,570.93,515.85,467.03,416.37,370.85,329.73,293.08,260.71,240.79,213.81,188.53,148.01,147.59,119.26,114.49,103.26,84.1,62.37,37.936,37.294,36.721,32.045,27.438,18.979,19.255,10.613,17.719,22.464,8.0917,3.301,11.759,30.211,6.6241,10.824,4.8139,14.189,9.8337,34.062,52.239,44.01,30.784,45.477,53.156,45.683,33.81,30.718,41.878,94.232,74.611,31.082,19.591,53.179,122.86,52.56,69.316,27.896,35.667,98.632,137.83,82.564,37.179,34.864,25.994,40.87,111.72,108.81,52.01,45.202,37.5,41.214,38.692,68.215,126.34,99.205,57.603,36.01,56.388,51.78,36.214,61.316,142.62,180.46,181.15,114.88,86.553,39.036,95.698,88.272,107.59,174.8,206.43,117.89,90.679,90.977,41.374,76.146,112.25,122.56,124.97,90.06,108.88,75.367,98.059,93.085,89.601,106.36,78.53,106.15,92.214,83.825
